2026-05-15 19:31:21.065 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-05-15 21:54:01.514 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 44ms - Status: 200
2026-05-15 21:54:01.545 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 30ms - Status: 200
2026-05-15 21:54:03.761 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:54:03.766 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:54:03.768 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:54:03.771 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:54:03.778 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:54:03.781 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/4/f4bf6089-c008-4065-abf9-ad8af531c1e7.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:54:03.781 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/5/8ac6d2da-316e-4eaf-ab36-4e5c42bfa20d.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:54:03.782 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:54:03.783 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/3/5b164591-a960-4c94-a6fa-4a0597932e01.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 5ms - Status: 200
2026-05-15 21:54:03.787 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/7/c5d422e7-f56a-41ba-87e7-c51370562519.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:54:04.929 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:54:04.929 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:54:04.931 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:54:04.932 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 13ms - Status: 200
2026-05-15 21:54:04.941 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:54:04.948 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:54:04.949 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:54:04.953 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:54:04.959 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 40ms - Status: 200
2026-05-15 21:54:04.990 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 29ms - Status: 200
2026-05-15 21:54:17.522 [http-nio-8080-exec-9] INFO  c.h.m.controller.AuthController - Login success - username: admin2, IP: 0:0:0:0:0:0:0:1
2026-05-15 21:54:17.523 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [POST] /api/v1/auth/login - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 306ms - Status: 200
2026-05-15 21:54:17.556 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/dashboard/summary - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:54:17.557 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/dashboard/bookings/stats - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:54:17.557 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/dashboard/services/top - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:54:17.557 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/dashboard/revenue - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:54:17.559 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/dashboard/summary - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:54:17.562 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/dashboard/revenue - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:54:17.570 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:54:17.581 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/bookings/stats - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 19ms - Status: 200
2026-05-15 21:54:17.586 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 14ms - Status: 200
2026-05-15 21:54:17.593 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/bookings/stats - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:54:17.593 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/services/top - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 31ms - Status: 200
2026-05-15 21:54:17.605 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/services/top - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:54:17.608 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/revenue - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 46ms - Status: 200
2026-05-15 21:54:17.612 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/summary - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 50ms - Status: 200
2026-05-15 21:54:17.620 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/revenue - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:54:17.625 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/dashboard/summary - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:54:47.553 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:55:17.555 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:55:47.554 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:56:17.554 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:56:35.210 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:56:35.211 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:56:35.218 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 6ms - Status: 200
2026-05-15 21:56:35.227 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:56:36.097 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:56:36.098 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/services/units - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 0ms - Status: 200
2026-05-15 21:56:36.099 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:56:36.099 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [OPTIONS] /api/v1/services/units - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 1ms - Status: 200
2026-05-15 21:56:36.105 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services/units - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 5ms - Status: 200
2026-05-15 21:56:36.108 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:56:36.110 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services/units - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:56:36.115 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 7ms - Status: 200
2026-05-15 21:56:36.128 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/pool.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:56:36.128 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/spa.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:56:36.129 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/restaurant.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:36.130 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/airport.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:36.130 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/gym.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:36.130 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/laundry.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:56:37.942 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 12ms - Status: 200
2026-05-15 21:56:37.947 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 17ms - Status: 200
2026-05-15 21:56:37.952 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/room-types - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
2026-05-15 21:56:37.961 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/4/f4bf6089-c008-4065-abf9-ad8af531c1e7.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:56:37.961 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/5/8ac6d2da-316e-4eaf-ab36-4e5c42bfa20d.png - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:56:37.962 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/rooms - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 15ms - Status: 200
2026-05-15 21:56:37.963 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/7/c5d422e7-f56a-41ba-87e7-c51370562519.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:56:37.964 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/3/5b164591-a960-4c94-a6fa-4a0597932e01.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 5ms - Status: 200
2026-05-15 21:56:43.537 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services/units - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:56:43.542 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:56:43.543 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services/units - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 5ms - Status: 200
2026-05-15 21:56:43.553 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/services - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:56:43.566 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/spa.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:43.566 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/pool.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:43.568 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/restaurant.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 4ms - Status: 200
2026-05-15 21:56:43.568 [http-nio-8080-exec-5] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/laundry.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 2ms - Status: 200
2026-05-15 21:56:43.568 [http-nio-8080-exec-7] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/airport.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:43.570 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /uploads/rooms/services/gym.jpg - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 3ms - Status: 200
2026-05-15 21:56:47.553 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:57:17.554 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 21:57:47.553 [http-nio-8080-exec-6] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:58:17.551 [http-nio-8080-exec-9] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:58:47.553 [http-nio-8080-exec-2] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 21:59:17.556 [http-nio-8080-exec-4] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 11ms - Status: 200
2026-05-15 21:59:47.554 [http-nio-8080-exec-1] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 22:00:17.553 [http-nio-8080-exec-3] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 8ms - Status: 200
2026-05-15 22:00:47.554 [http-nio-8080-exec-8] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 10ms - Status: 200
2026-05-15 22:01:17.554 [http-nio-8080-exec-10] INFO  c.h.m.config.RequestLoggingFilter - [GET] /api/v1/bookings - IP: 0:0:0:0:0:0:0:1 - User: anonymous - 9ms - Status: 200
